edad,segmento,saldo_total,numero_productos,visitas_app_mes,usa_web,usa_tarjeta_credito,reclamos_6m,satisfaccion_encuesta,tasa_credito_personal,rango_ingresos,region,cerrara_cuenta
40,Preferente,27050.66,1,12,1,1,0,4.9,38.87,Bajo,Costa,0
42,Preferente,9385.61,1,4,1,0,0,2.2,36.98,Bajo,Sierra,0
52,Estándar,9317.39,3,7,0,0,2,4.8,28.91,Bajo,Sierra,0
58,Estándar,18340.02,2,2,1,0,0,1.6,34.22,Medio,Costa,0
47,Estándar,6550.37,3,5,1,0,0,4.1,35.92,Medio,Selva,0
34,Preferente,32629.76,4,5,1,1,0,3.5,28.7,Alto,Costa,0
66,Preferente,14461.89,4,3,1,1,1,4.3,32.66,Medio,Costa,0
37,Preferente,0.0,4,6,0,1,0,1.1,33.67,Medio,Selva,0
65,Estándar,14377.67,5,11,0,1,0,1.3,35.45,Medio,Costa,1
42,Estándar,4421.84,2,4,1,1,0,1.3,20.9,Bajo,Selva,1
39,Premium,0.0,2,7,1,0,0,3.4,33.92,Muy Alto,Sierra,0
30,Preferente,1438.6,5,9,1,0,0,3.4,31.98,Bajo,Costa,1
36,Estándar,21641.13,1,6,1,1,0,4.6,34.83,Bajo,Costa,0
66,Premium,39929.61,4,8,0,1,0,2.9,43.28,Bajo,Sierra,0
53,Preferente,24697.77,4,10,1,0,1,1.3,51.42,Medio,Selva,0
29,Estándar,10902.45,1,9,1,0,0,1.8,40.43,Muy Alto,Costa,0
58,Preferente,26838.56,3,5,1,1,2,1.0,25.12,Bajo,Costa,0
36,Preferente,13113.65,3,4,1,0,0,4.1,32.24,Medio,Costa,0
29,Preferente,9580.99,2,6,1,1,1,4.3,39.77,Bajo,Sierra,0
26,Estándar,2684.56,5,6,1,0,0,5.0,38.87,Alto,Costa,0
24,Estándar,0.0,2,8,0,0,0,2.6,42.9,Medio,Costa,0
45,Premium,14151.14,3,9,1,1,0,1.1,34.22,Medio,Selva,0
31,Estándar,22370.8,1,10,1,1,0,1.9,32.09,Medio,Costa,0
48,Estándar,18550.64,2,3,1,1,0,3.4,49.02,Muy Alto,Costa,0
69,Estándar,13760.5,4,8,1,0,3,4.8,35.47,Medio,Sierra,0
36,Estándar,5813.81,4,2,1,1,0,1.4,26.87,Medio,Selva,0
64,Preferente,29123.69,1,4,1,1,1,1.5,46.8,Medio,Costa,0
33,Premium,243.02,3,3,1,0,0,3.8,23.03,Medio,Costa,0
70,Estándar,31640.42,4,3,0,0,0,3.7,10.0,Bajo,Costa,0
22,Estándar,4966.74,4,8,0,0,0,2.0,41.16,Medio,Costa,0
52,Estándar,8713.47,5,6,0,1,0,4.3,42.29,Bajo,Sierra,0
29,Preferente,0.0,2,6,1,1,0,1.5,38.31,Medio,Sierra,1
42,Preferente,12478.97,3,7,0,0,1,4.7,24.58,Medio,Sierra,0
69,Estándar,34629.69,2,7,1,0,2,1.8,34.53,Bajo,Sierra,0
38,Preferente,27734.42,3,4,0,0,1,1.3,32.77,Medio,Selva,0
53,Preferente,34676.33,4,3,1,1,0,2.4,30.7,Alto,Sierra,0
70,Preferente,27832.14,5,9,1,0,0,1.8,46.3,Medio,Selva,0
40,Premium,3444.95,2,2,1,0,0,3.1,26.63,Bajo,Costa,0
33,Estándar,15038.16,4,5,0,1,1,3.7,37.53,Alto,Sierra,0
74,Preferente,8297.01,3,5,0,1,0,3.0,44.55,Medio,Costa,0
56,Estándar,39958.62,2,7,1,0,0,3.6,38.05,Bajo,Costa,0
62,Preferente,2048.17,2,4,1,1,0,2.5,44.93,Medio,Selva,0
70,Preferente,33405.47,4,8,1,0,0,1.1,39.51,Medio,Costa,0
59,Preferente,33394.31,2,7,1,1,0,4.9,38.43,Medio,Sierra,0
56,Preferente,47444.3,5,5,1,1,1,4.3,37.93,Medio,Sierra,0
31,Estándar,13854.7,5,8,0,1,1,1.3,39.91,Medio,Sierra,0
48,Estándar,30684.83,4,8,1,1,1,2.8,31.92,Alto,Sierra,0
22,Premium,54224.78,3,1,1,0,0,3.5,24.59,Medio,Costa,0
52,Premium,10735.37,4,8,0,1,1,1.8,42.63,Alto,Costa,0
40,Estándar,0.0,5,9,1,0,0,3.3,44.29,Muy Alto,Selva,0
46,Estándar,0.0,1,7,1,0,0,3.1,37.02,Medio,Costa,0
60,Estándar,30690.68,1,1,1,1,0,1.8,30.61,Alto,Sierra,0
28,Preferente,0.0,2,8,0,1,1,1.6,22.54,Bajo,Costa,1
35,Preferente,14415.21,2,8,1,1,1,4.0,35.69,Bajo,Costa,0
64,Estándar,26559.7,1,7,1,0,0,2.3,24.21,Muy Alto,Costa,0
29,Estándar,22777.63,5,4,0,1,0,2.0,23.09,Bajo,Sierra,0
26,Preferente,26381.67,2,8,0,0,1,4.0,34.83,Bajo,Costa,0
27,Preferente,23334.35,4,5,1,1,0,3.9,28.89,Medio,Costa,0
61,Estándar,39182.99,4,5,1,0,0,2.1,37.76,Medio,Costa,0
34,Estándar,5715.25,5,5,1,0,1,4.5,33.73,Medio,Costa,0
55,Estándar,9845.07,2,8,1,0,0,3.8,30.15,Bajo,Costa,0
24,Estándar,8410.11,4,11,1,1,0,2.4,21.36,Bajo,Costa,0
63,Estándar,32452.88,2,7,1,0,0,2.7,28.18,Medio,Sierra,0
30,Preferente,33505.98,2,6,1,1,0,3.9,28.47,Medio,Costa,0
57,Preferente,26768.38,4,3,1,0,0,1.8,25.2,Medio,Costa,1
59,Preferente,37752.41,1,9,1,0,1,2.9,32.37,Medio,Selva,0
26,Preferente,2329.39,4,6,1,0,1,3.6,25.82,Medio,Costa,0
67,Estándar,45008.36,5,5,0,1,0,3.2,33.69,Bajo,Selva,1
44,Estándar,42848.58,3,5,1,0,2,3.4,36.92,Alto,Costa,0
19,Estándar,31034.33,4,6,1,0,0,3.2,28.39,Bajo,Costa,0
22,Estándar,46726.98,2,5,1,1,3,1.8,38.4,Bajo,Costa,1
46,Preferente,0.0,2,6,1,0,0,2.6,24.11,Alto,Sierra,0
54,Premium,12133.28,4,6,1,1,0,3.1,26.1,Bajo,Sierra,0
55,Estándar,8970.45,3,5,1,0,1,4.1,34.09,Medio,Costa,0
36,Estándar,30822.19,4,4,1,1,0,3.6,40.5,Medio,Sierra,0
25,Preferente,4247.89,3,4,1,0,1,2.7,41.94,Medio,Costa,0
65,Estándar,31362.43,3,5,0,1,1,4.9,47.9,Medio,Costa,0
62,Estándar,40558.04,5,7,1,1,0,1.4,31.99,Muy Alto,Sierra,0
18,Preferente,30428.04,2,9,1,1,0,1.8,33.98,Medio,Sierra,0
39,Preferente,24256.27,2,7,1,1,0,2.4,26.74,Medio,Costa,0
69,Estándar,5181.9,3,4,1,1,0,1.9,24.97,Alto,Costa,0
34,Estándar,7297.24,2,1,1,0,0,3.5,36.83,Medio,Selva,0
24,Preferente,38744.28,1,4,1,0,0,1.2,28.79,Medio,Selva,0
42,Estándar,31690.24,3,6,0,1,1,1.7,44.86,Medio,Costa,1
62,Estándar,19414.71,2,4,1,1,0,2.2,23.3,Medio,Selva,1
21,Preferente,13731.36,1,6,0,0,0,3.7,38.89,Alto,Costa,1
53,Estándar,0.0,5,10,1,1,0,4.5,26.95,Bajo,Selva,0
23,Preferente,3937.21,2,6,0,0,1,4.2,28.44,Alto,Sierra,0
48,Estándar,48671.29,1,5,1,1,0,1.7,39.31,Medio,Selva,1
36,Premium,793.17,4,3,0,1,1,3.3,29.59,Alto,Sierra,0
61,Estándar,22842.2,4,11,1,1,0,1.1,30.87,Bajo,Costa,0
71,Estándar,35111.66,1,3,1,0,2,2.2,28.5,Alto,Costa,0
56,Estándar,1176.16,3,7,0,1,1,4.2,49.28,Bajo,Sierra,0
44,Estándar,22770.66,3,7,1,1,0,2.8,30.06,Alto,Costa,1
27,Preferente,34068.73,2,5,1,0,2,1.6,35.41,Medio,Costa,0
43,Premium,20187.49,4,7,1,1,0,2.8,33.38,Medio,Selva,0
36,Estándar,63026.05,3,5,1,1,0,1.8,36.77,Medio,Costa,0
56,Estándar,0.0,3,6,1,0,0,2.6,30.08,Bajo,Costa,0
20,Preferente,35880.93,4,8,1,0,0,3.0,33.39,Medio,Costa,0
62,Preferente,17407.97,5,6,1,0,1,2.4,38.15,Bajo,Sierra,0
30,Estándar,31578.8,3,2,1,1,0,4.7,28.1,Medio,Costa,1
67,Estándar,26619.61,1,10,1,1,1,3.3,43.71,Alto,Costa,0
45,Estándar,9002.66,2,2,1,1,0,4.4,44.48,Bajo,Selva,0
37,Preferente,23434.95,3,4,1,0,0,4.0,39.85,Medio,Selva,0
45,Estándar,0.0,3,9,0,1,0,3.6,35.56,Medio,Sierra,0
25,Preferente,29048.71,5,9,1,1,1,3.0,11.08,Bajo,Sierra,0
58,Estándar,24472.38,1,7,1,1,0,1.0,38.39,Muy Alto,Costa,0
56,Preferente,29579.9,2,6,1,0,0,3.5,31.87,Medio,Sierra,0
18,Estándar,35871.77,3,4,0,1,2,2.4,33.03,Bajo,Costa,0
20,Estándar,25514.3,2,4,0,1,1,1.5,19.82,Bajo,Costa,0
30,Estándar,22221.34,4,11,1,0,0,2.8,38.95,Medio,Costa,0
45,Preferente,6783.97,3,8,1,1,1,3.9,23.41,Medio,Costa,0
74,Estándar,9316.69,3,5,1,1,0,4.8,35.95,Bajo,Costa,1
66,Estándar,37801.02,4,2,1,0,0,2.5,42.24,Bajo,Costa,1
42,Estándar,41545.03,5,4,0,1,0,3.2,31.25,Medio,Sierra,0
73,Estándar,16428.34,3,5,1,0,1,4.4,44.73,Medio,Costa,0
50,Preferente,20690.04,2,9,1,1,0,2.3,29.02,Bajo,Sierra,0
55,Preferente,6430.78,1,9,1,0,0,1.6,39.8,Medio,Sierra,0
70,Preferente,37591.35,2,5,1,0,1,2.1,24.56,Muy Alto,Selva,0
23,Estándar,29981.25,5,8,0,1,1,4.6,43.25,Muy Alto,Costa,0
61,Preferente,49118.26,1,5,0,1,2,1.6,42.01,Alto,Sierra,1
62,Estándar,6825.15,2,8,1,1,0,2.3,38.75,Alto,Sierra,0
49,Estándar,14329.88,2,1,1,1,1,2.9,31.85,Bajo,Selva,1
62,Estándar,23471.69,4,5,1,1,0,4.4,23.78,Bajo,Costa,0
64,Estándar,29697.34,5,6,0,1,0,4.8,31.87,Medio,Costa,0
38,Preferente,16764.99,4,4,0,1,0,2.7,43.88,Medio,Costa,0
33,Preferente,6905.58,1,6,1,0,2,4.7,36.04,Alto,Costa,0
71,Preferente,33221.11,4,8,1,0,0,1.6,22.58,Bajo,Sierra,0
38,Estándar,30817.03,5,6,1,0,0,1.6,26.0,Medio,Selva,1
28,Estándar,6255.89,3,8,0,1,0,4.8,45.03,Medio,Costa,0
54,Estándar,40331.64,3,8,1,0,1,3.0,38.9,Medio,Costa,0
53,Estándar,37552.98,1,10,1,0,0,1.7,25.13,Medio,Costa,1
52,Estándar,22014.45,3,6,1,0,0,3.0,20.87,Bajo,Costa,0
36,Estándar,21193.97,4,7,1,1,0,4.1,30.0,Muy Alto,Selva,0
37,Estándar,28310.87,1,6,1,0,1,4.3,20.19,Medio,Selva,0
74,Estándar,7074.45,5,11,1,0,0,4.5,33.75,Medio,Costa,0
35,Preferente,20450.47,1,8,0,1,1,3.3,54.61,Bajo,Costa,0
64,Premium,0.0,1,9,1,1,1,4.5,22.22,Medio,Selva,0
58,Premium,33146.83,2,4,1,0,0,3.0,33.51,Bajo,Costa,0
66,Preferente,0.0,2,6,1,1,0,3.4,45.5,Bajo,Sierra,0
31,Estándar,42551.3,1,10,1,0,2,4.0,40.99,Bajo,Selva,0
32,Preferente,15048.2,3,3,1,1,0,2.7,33.81,Bajo,Sierra,0
48,Preferente,16825.0,2,8,1,0,1,1.3,33.83,Medio,Costa,0
18,Estándar,10583.99,5,3,1,1,0,2.4,25.75,Medio,Costa,0
70,Estándar,15679.42,4,4,0,1,0,3.5,32.86,Alto,Selva,1
71,Preferente,41277.97,2,4,1,1,1,1.8,36.95,Bajo,Costa,0
71,Estándar,0.0,1,4,1,0,2,1.6,43.84,Bajo,Costa,0
20,Estándar,39154.48,3,6,0,1,1,2.2,30.04,Alto,Sierra,0
33,Estándar,25070.35,4,4,1,0,0,1.1,33.48,Bajo,Selva,0
40,Estándar,1894.68,2,8,0,1,1,4.0,27.41,Bajo,Costa,0
74,Estándar,3870.31,3,11,1,1,0,2.0,36.8,Bajo,Costa,1
28,Estándar,45145.9,3,2,0,1,2,1.5,41.27,Alto,Sierra,1
29,Estándar,5817.4,3,4,1,1,0,3.8,40.04,Alto,Costa,0
27,Estándar,2699.74,1,6,1,1,1,4.4,25.64,Medio,Costa,0
49,Preferente,37059.72,5,12,1,1,2,1.1,36.17,Medio,Selva,1
33,Estándar,25078.29,3,3,0,0,1,1.9,29.58,Medio,Costa,0
25,Estándar,5931.12,4,7,0,1,1,4.8,43.09,Muy Alto,Costa,0
55,Estándar,23249.37,2,11,1,1,1,2.5,33.71,Bajo,Costa,0
29,Premium,4613.71,4,7,1,1,1,4.8,22.84,Alto,Costa,0
41,Estándar,36512.32,1,6,1,1,0,2.1,33.24,Bajo,Sierra,0
45,Estándar,35920.56,1,4,0,1,0,1.9,38.67,Medio,Sierra,0
70,Preferente,27980.09,4,4,1,1,1,1.9,36.95,Bajo,Sierra,0
25,Preferente,25424.92,5,8,0,1,1,1.3,30.91,Alto,Sierra,0
45,Estándar,46417.82,1,5,1,0,1,4.6,30.32,Medio,Sierra,0
53,Preferente,19995.29,1,4,1,1,1,4.9,27.1,Medio,Costa,0
43,Estándar,2271.89,4,2,1,1,1,4.8,31.84,Medio,Costa,0
25,Estándar,26742.11,1,5,1,0,0,4.4,28.15,Medio,Sierra,1
67,Estándar,51290.71,5,5,1,0,0,4.4,42.76,Alto,Costa,0
45,Estándar,4778.61,5,5,1,1,0,3.6,27.79,Bajo,Costa,0
45,Preferente,14578.06,5,7,1,0,0,4.3,35.98,Medio,Costa,0
54,Estándar,26246.69,2,0,1,1,1,1.8,35.43,Bajo,Sierra,0
58,Estándar,19191.43,5,3,1,1,1,2.6,42.57,Medio,Costa,0
53,Preferente,5265.45,5,6,1,1,2,3.6,43.71,Alto,Sierra,0
44,Preferente,36827.87,2,3,0,1,0,4.5,40.57,Medio,Costa,0
71,Estándar,54800.61,3,9,0,1,0,3.6,37.82,Alto,Selva,1
34,Preferente,22941.97,1,3,0,1,0,4.4,26.61,Medio,Costa,0
26,Estándar,6438.98,5,4,0,0,0,2.9,26.45,Medio,Sierra,0
50,Preferente,0.0,1,11,0,1,1,3.9,28.23,Medio,Costa,0
70,Preferente,23869.64,4,1,1,1,0,4.9,41.02,Muy Alto,Costa,0
37,Premium,36558.16,1,10,0,1,0,1.6,35.59,Medio,Selva,1
30,Estándar,27127.52,2,4,1,1,0,4.7,41.95,Medio,Costa,0
45,Estándar,19963.94,1,10,1,0,0,3.1,43.02,Alto,Costa,0
65,Estándar,11160.93,1,2,0,1,0,3.6,29.19,Muy Alto,Sierra,0
46,Estándar,3617.55,1,5,0,1,1,4.5,35.26,Medio,Costa,1
30,Estándar,32521.27,3,5,0,0,1,2.6,34.9,Medio,Sierra,0
63,Premium,33706.57,3,8,0,1,1,2.7,32.38,Medio,Costa,0
52,Estándar,0.0,4,4,1,1,1,3.1,30.72,Medio,Costa,0
23,Estándar,43847.58,2,2,1,1,0,1.1,44.48,Medio,Sierra,0
35,Preferente,28611.07,1,6,0,1,0,3.0,35.42,Muy Alto,Sierra,0
68,Estándar,40993.92,1,7,1,0,2,2.2,35.11,Bajo,Costa,0
22,Preferente,0.0,1,6,0,1,0,4.7,28.58,Medio,Sierra,0
64,Estándar,0.0,1,7,1,0,0,1.4,40.4,Alto,Sierra,1
42,Estándar,17765.46,3,3,1,1,0,2.8,26.96,Bajo,Sierra,0
19,Estándar,27541.77,4,5,1,1,1,4.8,38.64,Medio,Costa,0
27,Estándar,46945.41,5,10,1,1,2,4.6,38.86,Alto,Costa,0
73,Premium,30591.18,2,5,0,1,0,3.8,31.7,Muy Alto,Costa,1
47,Estándar,16359.78,1,8,1,0,0,3.4,37.54,Medio,Costa,0
67,Estándar,4604.46,4,6,1,1,0,2.1,36.49,Bajo,Costa,0
62,Estándar,38450.01,5,8,1,1,0,2.5,34.69,Bajo,Costa,1
22,Estándar,5529.42,4,6,0,1,0,1.4,35.1,Medio,Selva,1
72,Preferente,44427.03,3,5,1,0,2,4.1,35.49,Bajo,Sierra,0
73,Estándar,15734.23,5,5,1,1,0,2.3,36.04,Bajo,Costa,1
50,Preferente,43858.73,4,5,1,1,2,3.7,35.48,Alto,Sierra,0
71,Premium,30183.97,3,5,0,1,1,2.4,26.17,Alto,Sierra,0
18,Estándar,17945.07,4,8,1,1,0,2.9,33.78,Alto,Costa,0
35,Premium,12209.05,4,7,0,0,0,3.2,37.12,Bajo,Costa,0
49,Estándar,14886.38,5,4,1,1,1,4.2,35.78,Bajo,Costa,0
64,Estándar,26424.75,3,3,1,1,0,1.8,42.63,Alto,Sierra,0
66,Estándar,21157.35,1,3,1,0,1,2.6,39.96,Alto,Costa,0
28,Preferente,11092.83,2,7,1,1,1,1.5,28.04,Alto,Costa,0
38,Premium,17515.53,5,2,1,1,1,1.3,33.67,Muy Alto,Costa,0
43,Estándar,21178.66,3,9,1,0,0,3.4,32.51,Alto,Sierra,0
42,Preferente,0.0,4,6,0,0,1,1.8,34.97,Medio,Sierra,1
39,Estándar,26872.52,3,9,1,0,0,1.2,34.98,Medio,Costa,1
44,Estándar,5304.18,2,10,1,0,1,4.6,39.89,Medio,Costa,0
66,Estándar,2700.01,2,4,0,0,0,3.1,36.42,Medio,Sierra,0
30,Premium,0.0,1,5,1,0,0,1.5,44.84,Medio,Selva,1
50,Preferente,0.0,1,7,0,0,0,1.2,36.93,Alto,Sierra,0
51,Estándar,0.0,2,4,1,1,0,1.5,28.36,Bajo,Selva,1
58,Estándar,9364.69,5,5,1,1,3,2.9,31.26,Alto,Costa,0
52,Estándar,49298.89,5,7,1,0,1,3.7,39.83,Bajo,Costa,0
18,Estándar,12111.8,4,7,1,1,1,3.6,22.09,Medio,Sierra,0
38,Estándar,22666.25,1,5,0,1,0,1.6,24.23,Alto,Costa,1
65,Preferente,26007.22,4,10,1,1,0,3.5,35.09,Bajo,Costa,0
72,Estándar,21965.98,1,6,0,1,0,2.6,42.61,Medio,Costa,0
23,Estándar,18838.35,2,7,1,1,1,2.9,45.46,Bajo,Costa,0
45,Estándar,2070.59,5,6,1,0,2,4.2,33.26,Alto,Costa,0
34,Preferente,41763.91,5,7,1,0,0,2.3,43.49,Alto,Selva,0
22,Preferente,47107.95,2,8,0,1,1,1.6,35.58,Muy Alto,Costa,0
48,Estándar,0.0,4,5,1,1,0,4.5,22.75,Alto,Costa,1
22,Preferente,4639.57,4,5,1,1,1,1.8,34.94,Alto,Costa,0
55,Estándar,15802.84,3,5,1,0,0,2.2,30.05,Bajo,Selva,0
20,Estándar,5531.93,1,9,0,1,0,3.8,42.35,Medio,Sierra,0
70,Estándar,27589.48,4,3,1,1,0,3.7,34.79,Medio,Costa,0
40,Estándar,9075.92,2,2,0,1,0,4.2,24.78,Medio,Costa,0
54,Estándar,52475.84,4,7,1,0,0,1.7,23.0,Alto,Sierra,0
70,Premium,37858.23,5,3,1,1,0,2.4,34.83,Bajo,Costa,0
54,Preferente,23188.61,1,3,0,1,0,1.5,15.64,Bajo,Selva,0
27,Preferente,35404.79,3,5,0,1,0,3.2,30.85,Medio,Sierra,0
27,Estándar,36588.51,1,5,1,1,1,2.2,36.85,Bajo,Costa,0
36,Estándar,11540.79,5,2,1,0,0,3.8,26.54,Medio,Selva,0
34,Preferente,7756.74,5,7,0,1,0,1.0,42.95,Medio,Costa,0
38,Estándar,21172.15,5,5,1,0,0,1.2,44.53,Alto,Costa,1
31,Estándar,32924.54,5,12,1,1,0,2.7,26.87,Bajo,Costa,0
26,Estándar,22085.91,2,5,1,0,0,4.8,32.62,Muy Alto,Sierra,1
63,Preferente,0.0,3,6,0,1,1,4.6,42.96,Bajo,Costa,0
18,Estándar,7957.63,5,10,0,1,1,5.0,34.99,Medio,Costa,0
68,Estándar,18890.41,5,1,1,1,0,2.7,23.84,Medio,Costa,0
62,Preferente,18865.02,4,11,1,1,0,1.2,33.85,Bajo,Selva,1
30,Estándar,49588.13,3,6,1,1,1,2.2,28.18,Bajo,Costa,0
21,Estándar,0.0,1,5,1,1,0,3.7,43.87,Bajo,Costa,0
18,Estándar,27583.84,3,7,1,0,0,1.5,39.85,Medio,Sierra,0
66,Estándar,42336.7,3,7,0,0,1,2.2,32.49,Alto,Sierra,0
57,Preferente,54071.75,3,5,1,1,1,1.2,36.14,Medio,Selva,0
49,Estándar,13934.04,5,8,1,0,0,2.9,24.54,Medio,Costa,1
51,Estándar,27371.44,5,6,1,1,1,1.8,28.97,Medio,Selva,0
45,Preferente,28546.41,2,5,1,0,0,1.4,47.43,Bajo,Costa,0
48,Preferente,22932.23,1,7,1,1,1,2.6,35.43,Bajo,Costa,0
25,Preferente,18517.32,4,3,1,1,1,2.4,42.44,Alto,Selva,1
56,Estándar,26539.63,3,6,0,1,0,3.2,36.86,Bajo,Sierra,0
43,Estándar,0.0,1,5,1,0,0,4.0,45.51,Muy Alto,Sierra,1
51,Premium,30231.04,1,14,1,0,1,1.5,19.01,Bajo,Selva,0
71,Preferente,21892.67,2,5,1,0,2,4.2,33.49,Medio,Sierra,0
71,Estándar,16662.88,4,13,1,0,0,1.1,48.16,Muy Alto,Costa,0
20,Estándar,50702.93,3,6,1,1,1,2.8,42.65,Medio,Selva,1
67,Estándar,9875.99,4,2,1,1,0,3.3,45.6,Alto,Costa,0
29,Premium,13953.86,2,4,1,0,0,4.8,34.95,Medio,Sierra,0
18,Estándar,49873.3,5,4,1,1,1,3.3,30.7,Medio,Costa,0
71,Estándar,7519.08,1,5,1,1,1,1.6,26.78,Bajo,Costa,0
61,Estándar,11748.27,3,3,1,0,1,3.1,26.22,Alto,Sierra,0
22,Preferente,17794.62,5,10,1,1,0,2.6,41.46,Bajo,Costa,0
47,Preferente,32611.02,2,5,1,0,0,2.9,39.11,Bajo,Sierra,0
47,Estándar,23117.04,4,4,1,1,0,1.8,34.47,Muy Alto,Selva,0
74,Preferente,610.62,1,6,0,1,0,3.0,39.07,Medio,Costa,0
34,Premium,12017.47,3,8,1,0,0,1.6,36.14,Medio,Sierra,0
65,Estándar,10889.68,5,6,1,1,1,4.0,42.7,Muy Alto,Sierra,0
64,Estándar,18841.68,5,7,0,1,1,3.4,42.62,Medio,Sierra,0
40,Estándar,26387.65,1,3,0,0,1,1.3,26.47,Medio,Sierra,0
32,Preferente,26273.09,4,10,0,1,0,4.6,37.19,Alto,Costa,0
54,Estándar,0.0,2,7,1,1,0,3.5,21.65,Medio,Costa,0
38,Preferente,35959.11,4,10,1,1,2,2.3,36.06,Bajo,Costa,0
31,Preferente,23788.53,4,3,0,1,0,1.2,39.83,Medio,Costa,0
19,Estándar,40767.98,4,3,1,1,0,3.5,24.49,Alto,Sierra,0
28,Premium,26662.97,1,5,0,1,0,2.5,31.67,Bajo,Costa,0
68,Estándar,36519.84,1,8,1,1,0,4.6,35.08,Medio,Selva,0
56,Estándar,26998.18,2,4,1,1,1,1.1,36.87,Medio,Sierra,1
55,Preferente,40193.39,4,11,1,0,2,1.2,32.77,Bajo,Costa,0
51,Preferente,27833.76,1,4,1,1,0,4.8,25.62,Medio,Costa,0
55,Estándar,18531.27,2,11,1,0,0,4.9,34.57,Bajo,Sierra,0
67,Preferente,54086.52,2,2,1,0,0,1.1,21.78,Medio,Sierra,0
51,Premium,33335.56,4,4,0,1,1,3.9,33.14,Medio,Selva,0
35,Estándar,28606.17,3,3,1,1,0,1.9,31.47,Bajo,Costa,0
47,Premium,855.43,4,2,1,1,0,3.8,33.93,Bajo,Costa,0
32,Estándar,675.39,3,8,1,1,0,4.5,30.53,Bajo,Selva,0
44,Estándar,24390.73,2,3,1,1,1,1.4,22.94,Bajo,Costa,1
68,Estándar,22182.82,1,11,0,1,0,2.0,32.07,Medio,Sierra,0
51,Preferente,10788.16,5,4,1,0,0,1.1,42.45,Medio,Costa,0
69,Preferente,22114.74,2,6,1,0,0,1.2,45.09,Bajo,Sierra,0
74,Estándar,43829.4,1,3,0,0,1,1.1,54.51,Medio,Costa,1
55,Estándar,30431.04,2,7,1,1,0,4.2,48.53,Muy Alto,Sierra,0
50,Preferente,2884.87,4,3,1,0,1,2.2,25.42,Bajo,Sierra,0
41,Estándar,18327.37,3,3,1,0,0,3.0,31.73,Medio,Selva,0
32,Preferente,7925.5,2,5,0,1,0,4.2,34.82,Alto,Costa,0
47,Preferente,14184.5,1,13,1,1,0,3.0,34.32,Bajo,Costa,0
72,Estándar,13795.77,4,6,1,1,0,2.7,35.56,Alto,Costa,0
59,Premium,12835.32,5,5,0,0,0,1.0,54.26,Muy Alto,Selva,0
68,Estándar,1172.97,4,7,1,1,0,3.3,26.34,Bajo,Sierra,0
34,Premium,18085.18,3,13,1,1,1,1.5,29.29,Alto,Sierra,0
22,Preferente,11590.89,4,6,1,1,3,4.1,48.15,Medio,Costa,0
46,Preferente,0.0,5,6,1,1,2,2.0,30.07,Bajo,Costa,0
21,Estándar,50794.58,1,2,1,0,0,3.7,38.15,Medio,Costa,0
27,Preferente,36331.54,2,7,0,1,0,3.6,43.28,Bajo,Costa,0
73,Estándar,14355.49,3,3,1,0,1,3.5,38.89,Medio,Sierra,0
34,Estándar,20282.29,5,5,1,0,0,2.1,36.53,Bajo,Costa,1
27,Estándar,2425.18,3,9,0,0,1,2.1,42.51,Alto,Sierra,1
34,Estándar,45435.84,4,5,1,1,1,4.5,27.86,Medio,Selva,0
37,Estándar,48459.33,3,6,1,1,1,1.1,31.03,Medio,Selva,0
41,Preferente,22350.41,5,3,1,1,0,1.7,39.29,Bajo,Sierra,0
22,Preferente,35352.96,2,6,1,1,1,3.4,18.44,Medio,Costa,0
51,Estándar,22629.3,2,7,1,0,0,4.3,46.33,Bajo,Sierra,0
23,Preferente,0.0,3,5,0,1,1,2.4,37.43,Alto,Costa,0
70,Estándar,13822.65,1,5,1,1,1,3.6,36.22,Bajo,Costa,1
19,Preferente,21978.92,3,4,1,1,0,3.2,21.96,Medio,Sierra,0
30,Preferente,13181.78,4,12,1,1,0,1.3,24.71,Bajo,Selva,0
60,Estándar,16720.2,2,5,1,0,1,3.5,31.81,Medio,Costa,0
60,Preferente,18629.01,2,3,1,1,2,4.3,41.46,Medio,Costa,0
65,Estándar,18786.82,2,7,1,1,1,5.0,18.39,Medio,Sierra,0
28,Estándar,20783.88,1,0,0,1,0,1.1,41.31,Medio,Costa,0
68,Preferente,4090.92,1,3,0,1,0,3.6,32.12,Medio,Sierra,1
64,Estándar,9244.76,5,12,0,1,0,2.7,33.21,Alto,Costa,0
74,Estándar,731.24,3,4,1,0,1,1.0,37.03,Alto,Costa,1
40,Estándar,34667.23,3,8,0,1,0,3.5,37.15,Medio,Sierra,1
72,Preferente,0.0,4,7,1,1,0,1.5,29.3,Alto,Selva,0
33,Estándar,37303.86,2,6,0,0,1,2.5,40.0,Alto,Sierra,0
48,Estándar,40795.24,1,8,1,0,1,2.0,16.44,Medio,Selva,0
28,Preferente,15467.29,4,7,1,1,2,2.4,31.4,Bajo,Costa,0
71,Preferente,0.0,4,5,1,0,0,3.0,36.23,Medio,Selva,0
33,Estándar,14580.34,1,5,1,0,0,2.4,32.24,Medio,Costa,0
25,Estándar,19037.24,3,4,0,1,0,3.2,20.38,Medio,Selva,0
21,Estándar,4841.03,2,7,1,1,0,2.0,41.06,Medio,Costa,0
57,Estándar,12271.72,3,3,0,0,1,3.5,25.01,Medio,Costa,0
21,Estándar,42952.93,4,6,1,1,0,4.4,34.46,Medio,Costa,0
